Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
72255.0,-1.77756944504426,2.39811028636043,0.189887877502803,1.01123598616514,-1.22623152599015,2.37047158286805,-4.23420553232803,-10.4570197451906,-1.38286170214689,-2.34149037576945,-1.30836340266668,1.15210323543,0.288259529559719,1.57775067654979,1.26835139330704,1.03422078159284,-0.14237090502776,0.633021526946599,-0.272083954042676,2.59966765150539,-5.00327449600904,1.7963666282447,0.241143080774754,-0.467051293216999,1.24885690682377,-0.0666369096673183,0.0209378819216521,0.261137287833541,90.71,0
74995.0,-0.453018929631152,0.815008880563707,1.3189567595183,1.143058414254,0.393408099054429,0.518888507739377,0.35522433735443,0.260955371944828,-0.393850087768864,0.0331103701628873,0.575907404896365,0.128500214323449,-1.31941011869804,0.422347652123431,-0.340364742725809,-0.881637736073341,0.318240810218547,0.061563337058293,1.1773365351391,-0.0812886956390884,0.0519377333898693,0.260643434639527,-0.188646767738786,-0.311680912313883,-0.23999636342635,-0.25642711264891,0.0380617717458765,0.147275521503566,1.0,0
25426.0,1.12533553530785,1.13014648418496,-0.962975334759173,2.67568785863118,0.990074518469203,-0.243317741184431,0.316192138064781,0.122960131988498,-1.1433427947576,-0.369908966047961,1.83449419801385,-0.491243315415958,-1.12990700459946,-2.23862224442526,0.27846874170613,1.47792560308038,1.77645429510255,1.14928218583042,-1.30699464468423,-0.138813697509247,-0.166736918429935,-0.52193383894905,-0.112376257435029,-0.592076750460089,0.520791314299405,0.0433535805717847,0.0151590212632604,0.0636117222853327,3.76,1
139513.0,1.91455377312964,-0.34328009627112,-0.0710972210967662,1.2187285440526,-0.515549177543764,0.309954893936592,-0.824682284969012,0.182739663545296,1.23402830234768,0.135640654719217,-1.30952450572964,0.156174246552986,0.127361387319965,-0.250569729399973,0.777194493452735,0.729930581662619,-0.924781909338997,0.479830725442015,-0.586868323625079,-0.168084781423915,0.0739964125754783,0.295080417854637,0.244820786693733,0.429480748098178,-0.287479609111773,-0.746237430331668,0.0709944025740918,-0.0117657499291107,28.08,0
57165.0,-0.755410715371221,1.11967049359448,0.680463346961811,3.33405821224888,-1.68247956154503,1.4955468673782,-1.72503173242475,-5.41166490317531,-1.55142876919023,-0.308508840100452,-0.566986479279071,0.352281882846123,0.172342010703278,0.986025386358727,1.45426294374779,0.742901252677849,0.051606322267061,0.309771269869396,-0.0656194278964227,1.42056997224936,-2.37997456893741,1.1069899029733,-0.672483741388894,0.441637598642498,0.114719748870961,0.28693584628951,0.310575380857161,0.264338423404607,362.04,0
56098.0,-1.22966891678814,1.95609915073809,-0.851197959645561,2.79698655025108,-1.91397684079333,-0.0449344462262948,-1.34073935355915,-0.5555479867039,-1.18446766006311,-3.24510859732028,2.33832327000211,-2.82004218823068,0.763325773164453,-5.41958986916794,0.0414327925041231,-4.18075778829053,-4.2850705920981,-2.53645157282245,0.93023918577297,0.270459255150975,1.20805425987967,0.277611797272191,0.0192658003152734,0.508528831195383,-0.201182897226566,-0.249600419347595,0.562238742839488,0.0753085014191344,170.92,1
22372.0,1.22900920773563,-0.260957443879437,1.04360775562489,-0.513875907004848,-1.13467231557133,-0.77129492563057,-0.641883676884626,-0.124211486378113,3.08488329524096,-1.45937493241554,0.53244951028789,-1.69434539073696,1.73376057395062,1.26187388642456,0.521419393552831,-0.476708786667032,0.580337449647425,0.446829014823758,0.348237819816072,-0.138405504877289,-0.154710255035577,0.0333221309914747,-0.0350068367555522,0.352698347730223,0.477536139131592,-0.72680504349192,0.0657363833574833,0.0310614636507817,11.85,0
56780.0,-0.607084282815067,0.878322231965364,1.68510584276363,-1.28747395930825,-0.141033713978561,-1.36776324377784,1.52799054721414,-0.848029257833614,0.665033204296566,0.574156448819619,0.416122210266369,0.12694005227065,0.25211340093429,-0.796999162161614,0.42879472339649,0.0438760231699285,-0.802443340277457,-0.788619334207536,-0.967711355359013,0.4638076066679,-0.259573176726299,0.0194475916376038,-0.092961780902101,0.964862333351248,-0.239673532760821,0.657485205930529,-0.0663367564346689,-0.457980809095864,46.1,0
119973.0,1.73798414045246,-2.56825582127106,-0.375288699731426,-1.65540758393678,-1.97450027465621,0.587252668624714,-1.83598840844364,0.24833940093952,-0.814272482655717,1.6268805352829,0.186367597460999,-0.728199838092876,0.185387051635308,-0.493219372508829,0.527049403254013,0.823136479632177,-0.462286788025865,1.60367712388449,-0.324103487073544,0.141240006911049,0.257852994793274,0.53032312033226,0.0285125571126329,0.169890047215072,-0.630087586336604,-0.162528447542372,0.0100509134707755,0.0097642956095092,272.65,0
137446.0,2.14881264953764,-0.0741162969080074,-2.57325976306474,-0.337781671983894,1.0008943237562,-0.596483883930539,0.502468301380162,-0.201749262577953,0.25616314128679,0.229731252421785,0.0941468527631827,-0.29147928798537,-1.82887009700439,1.31278697002237,0.0169796492180782,-0.166077353585832,-0.654421309147518,0.3707486027033,0.644792939529906,-0.30296835429027,0.126097225776527,0.36587010654373,-0.0864759966830773,-0.105701879191801,0.45791806131118,0.247134039103282,-0.104046286399934,-0.0946727681797933,1.89,0
